status_id,category
1.05475E+18,SEXIST
1.02511E+18,NON_SEXIST
1.05042E+18,SEXIST
1.04332E+18,NON_SEXIST
1.01393E+18,NON_SEXIST
1.0517E+18,NON_SEXIST
1.01895E+18,NON_SEXIST
1.06931E+18,NON_SEXIST
1.04335E+18,NON_SEXIST
1.01573E+18,SEXIST
1.03888E+18,NON_SEXIST
1.06816E+18,NON_SEXIST
1.01429E+18,SEXIST
1.03308E+18,NON_SEXIST
1.02951E+18,DOUBTFUL
1.05443E+18,SEXIST
1.05041E+18,SEXIST
1.07013E+18,SEXIST
1.06383E+18,NON_SEXIST
1.01601E+18,SEXIST
1.04871E+18,NON_SEXIST
1.04327E+18,NON_SEXIST
1.05012E+18,SEXIST
1.05179E+18,NON_SEXIST
1.04616E+18,SEXIST
1.06996E+18,SEXIST
1.06943E+18,NON_SEXIST
1.01361E+18,NON_SEXIST
1.04606E+18,NON_SEXIST
1.02496E+18,SEXIST
1.03653E+18,SEXIST
1.014E+18,SEXIST
1.03351E+18,SEXIST
1.06001E+18,NON_SEXIST
1.02832E+18,NON_SEXIST
1.05443E+18,NON_SEXIST
1.04288E+18,NON_SEXIST
1.0651E+18,NON_SEXIST
1.05029E+18,SEXIST
1.01424E+18,NON_SEXIST
1.02822E+18,NON_SEXIST
1.03844E+18,SEXIST
1.04804E+18,NON_SEXIST
1.04832E+18,SEXIST
1.03708E+18,NON_SEXIST
1.05633E+18,SEXIST
1.02293E+18,NON_SEXIST
1.079E+18,NON_SEXIST
1.03602E+18,SEXIST
1.06531E+18,SEXIST
1.06243E+18,SEXIST
1.07551E+18,SEXIST
1.06022E+18,NON_SEXIST
1.05075E+18,SEXIST
1.0707E+18,NON_SEXIST
1.0614E+18,NON_SEXIST
1.03385E+18,SEXIST
1.07947E+18,NON_SEXIST
1.0791E+18,NON_SEXIST
1.019E+18,SEXIST
1.03405E+18,SEXIST
1.04218E+18,NON_SEXIST
1.05739E+18,SEXIST
1.05535E+18,SEXIST
1.04515E+18,NON_SEXIST
1.01815E+18,SEXIST
1.03159E+18,SEXIST
1.05958E+18,NON_SEXIST
1.02423E+18,NON_SEXIST
1.07839E+18,NON_SEXIST
1.02649E+18,SEXIST
1.02813E+18,SEXIST
1.04752E+18,SEXIST
1.04571E+18,SEXIST
1.04245E+18,SEXIST
1.03202E+18,NON_SEXIST
1.06777E+18,NON_SEXIST
1.05637E+18,NON_SEXIST
1.03711E+18,NON_SEXIST
1.05742E+18,SEXIST
1.07042E+18,NON_SEXIST
1.03628E+18,NON_SEXIST
1.05767E+18,NON_SEXIST
1.02653E+18,NON_SEXIST
1.02034E+18,NON_SEXIST
1.03352E+18,NON_SEXIST
1.01923E+18,NON_SEXIST
1.03917E+18,DOUBTFUL
1.07613E+18,SEXIST
1.07305E+18,DOUBTFUL
1.0324E+18,SEXIST
1.07835E+18,SEXIST
1.0335E+18,SEXIST
1.07003E+18,NON_SEXIST
1.03193E+18,NON_SEXIST
1.02214E+18,NON_SEXIST
1.05741E+18,NON_SEXIST
1.01811E+18,NON_SEXIST
1.03499E+18,DOUBTFUL
1.04181E+18,DOUBTFUL
1.07981E+18,NON_SEXIST
1.07475E+18,SEXIST
1.05343E+18,SEXIST
1.06128E+18,NON_SEXIST
1.04022E+18,NON_SEXIST
1.06679E+18,NON_SEXIST
1.05414E+18,NON_SEXIST
1.05045E+18,NON_SEXIST
1.06164E+18,SEXIST
1.02836E+18,NON_SEXIST
1.0174E+18,NON_SEXIST
1.01918E+18,NON_SEXIST
1.0465E+18,SEXIST
1.07479E+18,NON_SEXIST
1.02652E+18,NON_SEXIST
1.04551E+18,NON_SEXIST
1.06447E+18,NON_SEXIST
1.01682E+18,NON_SEXIST
1.04653E+18,SEXIST
1.05344E+18,SEXIST
1.05258E+18,NON_SEXIST
1.05951E+18,NON_SEXIST
1.01755E+18,SEXIST
1.0704E+18,NON_SEXIST
1.03873E+18,NON_SEXIST
1.04513E+18,SEXIST
1.01599E+18,NON_SEXIST
1.07027E+18,SEXIST
1.01744E+18,NON_SEXIST
1.03582E+18,NON_SEXIST
1.06657E+18,NON_SEXIST
1.03092E+18,NON_SEXIST
1.05205E+18,NON_SEXIST
1.07666E+18,NON_SEXIST
1.04011E+18,DOUBTFUL
1.04363E+18,NON_SEXIST
1.02179E+18,NON_SEXIST
1.06361E+18,SEXIST
1.0414E+18,NON_SEXIST
1.03175E+18,SEXIST
1.05278E+18,NON_SEXIST
1.06438E+18,SEXIST
1.06198E+18,SEXIST
1.07451E+18,NON_SEXIST
1.05558E+18,NON_SEXIST
1.01513E+18,NON_SEXIST
1.0461E+18,NON_SEXIST
1.03538E+18,NON_SEXIST
1.03288E+18,NON_SEXIST
1.01393E+18,NON_SEXIST
1.06501E+18,NON_SEXIST
1.04442E+18,NON_SEXIST
1.07874E+18,SEXIST
1.01648E+18,NON_SEXIST
1.05301E+18,SEXIST
1.0407E+18,NON_SEXIST
1.07915E+18,SEXIST
1.06668E+18,SEXIST
1.06927E+18,SEXIST
1.0498E+18,SEXIST
1.06647E+18,SEXIST
1.01795E+18,NON_SEXIST
1.03958E+18,NON_SEXIST
1.03293E+18,NON_SEXIST
1.06569E+18,DOUBTFUL
1.07411E+18,NON_SEXIST
1.0639E+18,NON_SEXIST
1.03024E+18,SEXIST
1.04032E+18,NON_SEXIST
1.01777E+18,SEXIST
1.0281E+18,NON_SEXIST
1.05379E+18,SEXIST
1.02315E+18,SEXIST
1.05529E+18,SEXIST
1.02004E+18,SEXIST
1.04361E+18,SEXIST
1.04871E+18,SEXIST
1.07953E+18,SEXIST
1.02153E+18,NON_SEXIST
1.01689E+18,SEXIST
1.02961E+18,NON_SEXIST
1.01569E+18,NON_SEXIST
1.01576E+18,NON_SEXIST
1.06212E+18,NON_SEXIST
1.02955E+18,NON_SEXIST
1.05306E+18,NON_SEXIST
1.01894E+18,NON_SEXIST
1.03319E+18,SEXIST
1.01359E+18,NON_SEXIST
1.02097E+18,NON_SEXIST
1.06794E+18,SEXIST
1.02736E+18,NON_SEXIST
1.07292E+18,NON_SEXIST
1.07217E+18,SEXIST
1.02468E+18,NON_SEXIST
1.01499E+18,NON_SEXIST
1.0697E+18,SEXIST
1.02772E+18,NON_SEXIST
1.04659E+18,SEXIST
1.05561E+18,SEXIST
1.05966E+18,SEXIST
1.05778E+18,SEXIST
1.05435E+18,NON_SEXIST
1.019E+18,SEXIST
1.04653E+18,NON_SEXIST
1.05298E+18,NON_SEXIST
1.07336E+18,SEXIST
1.05437E+18,NON_SEXIST
1.03899E+18,DOUBTFUL
1.0512E+18,SEXIST
1.07292E+18,NON_SEXIST
1.04005E+18,SEXIST
1.07661E+18,NON_SEXIST
1.075E+18,NON_SEXIST
1.01708E+18,SEXIST
1.03791E+18,NON_SEXIST
1.04545E+18,NON_SEXIST
1.02471E+18,NON_SEXIST
1.02107E+18,NON_SEXIST
1.03421E+18,SEXIST
1.05892E+18,NON_SEXIST
1.04565E+18,NON_SEXIST
1.06849E+18,NON_SEXIST
1.06103E+18,NON_SEXIST
1.03565E+18,SEXIST
1.07853E+18,DOUBTFUL
1.01356E+18,SEXIST
1.01501E+18,SEXIST
1.04457E+18,NON_SEXIST
1.06126E+18,NON_SEXIST
1.05739E+18,SEXIST
1.03189E+18,NON_SEXIST
1.01467E+18,NON_SEXIST
1.01759E+18,NON_SEXIST
1.03368E+18,NON_SEXIST
1.03441E+18,NON_SEXIST
1.06756E+18,NON_SEXIST
1.05905E+18,SEXIST
1.03392E+18,SEXIST
1.03422E+18,SEXIST
1.03527E+18,NON_SEXIST
1.02067E+18,DOUBTFUL
1.06763E+18,NON_SEXIST
1.03282E+18,NON_SEXIST
1.06469E+18,SEXIST
1.01913E+18,NON_SEXIST
1.03209E+18,NON_SEXIST
1.05303E+18,NON_SEXIST
1.01432E+18,NON_SEXIST
1.01651E+18,NON_SEXIST
1.04655E+18,NON_SEXIST
1.04161E+18,SEXIST
1.06617E+18,NON_SEXIST
1.02825E+18,NON_SEXIST
1.05017E+18,NON_SEXIST
1.05212E+18,NON_SEXIST
1.07568E+18,SEXIST
1.01676E+18,NON_SEXIST
1.0447E+18,NON_SEXIST
1.02416E+18,NON_SEXIST
1.04541E+18,NON_SEXIST
1.02474E+18,SEXIST
1.03094E+18,SEXIST
1.01724E+18,NON_SEXIST
1.02251E+18,NON_SEXIST
1.07219E+18,SEXIST
1.0385E+18,DOUBTFUL
1.03458E+18,NON_SEXIST
1.06145E+18,NON_SEXIST
1.03059E+18,SEXIST
1.01356E+18,SEXIST
1.07794E+18,NON_SEXIST
1.07399E+18,SEXIST
1.01344E+18,NON_SEXIST
1.02878E+18,NON_SEXIST
1.06033E+18,NON_SEXIST
1.04726E+18,SEXIST
1.0604E+18,SEXIST
1.06271E+18,NON_SEXIST
1.02726E+18,SEXIST
1.06209E+18,NON_SEXIST
1.06282E+18,NON_SEXIST
1.03417E+18,NON_SEXIST
1.06561E+18,NON_SEXIST
1.06248E+18,SEXIST
1.07112E+18,SEXIST
1.02432E+18,NON_SEXIST
1.05455E+18,NON_SEXIST
1.02289E+18,SEXIST
1.01754E+18,NON_SEXIST
1.04499E+18,NON_SEXIST
1.02105E+18,NON_SEXIST
1.06597E+18,NON_SEXIST
1.04687E+18,SEXIST
1.06619E+18,NON_SEXIST
1.01487E+18,SEXIST
1.04766E+18,NON_SEXIST
1.04894E+18,SEXIST
1.06067E+18,NON_SEXIST
1.02285E+18,DOUBTFUL
1.02356E+18,NON_SEXIST
1.015E+18,NON_SEXIST
1.07253E+18,SEXIST
1.0316E+18,NON_SEXIST
1.0265E+18,NON_SEXIST
1.04426E+18,NON_SEXIST
1.05424E+18,SEXIST
1.05052E+18,SEXIST
1.01706E+18,DOUBTFUL
1.06873E+18,NON_SEXIST
1.05669E+18,SEXIST
1.02258E+18,NON_SEXIST
1.05265E+18,NON_SEXIST
1.04609E+18,NON_SEXIST
1.02541E+18,NON_SEXIST
1.02208E+18,SEXIST
1.07798E+18,NON_SEXIST
1.03095E+18,SEXIST
1.06288E+18,NON_SEXIST
1.07975E+18,NON_SEXIST
1.06284E+18,DOUBTFUL
1.04965E+18,SEXIST
1.06228E+18,NON_SEXIST
1.07551E+18,SEXIST
1.02304E+18,NON_SEXIST
1.0545E+18,NON_SEXIST
1.0744E+18,NON_SEXIST
1.01646E+18,NON_SEXIST
1.05344E+18,SEXIST
1.04464E+18,SEXIST
1.07324E+18,DOUBTFUL
1.0737E+18,NON_SEXIST
1.05451E+18,NON_SEXIST
1.03546E+18,NON_SEXIST
1.06741E+18,NON_SEXIST
1.03338E+18,SEXIST
1.02822E+18,SEXIST
1.06884E+18,NON_SEXIST
1.05321E+18,NON_SEXIST
1.05441E+18,NON_SEXIST
1.0344E+18,SEXIST
1.03927E+18,NON_SEXIST
1.05795E+18,NON_SEXIST
1.05598E+18,NON_SEXIST
1.01706E+18,NON_SEXIST
1.07486E+18,SEXIST
1.03579E+18,DOUBTFUL
1.02282E+18,NON_SEXIST
1.05521E+18,SEXIST
1.0224E+18,SEXIST
1.03377E+18,NON_SEXIST
1.06092E+18,SEXIST
1.03531E+18,NON_SEXIST
1.01806E+18,NON_SEXIST
1.07225E+18,NON_SEXIST
1.01754E+18,NON_SEXIST
1.02955E+18,NON_SEXIST
1.06066E+18,NON_SEXIST
1.06861E+18,NON_SEXIST
1.03779E+18,NON_SEXIST
1.02006E+18,NON_SEXIST
1.05776E+18,SEXIST
1.02432E+18,SEXIST
1.05043E+18,NON_SEXIST
1.01717E+18,NON_SEXIST
1.01645E+18,NON_SEXIST
1.02949E+18,SEXIST
1.06719E+18,NON_SEXIST
1.01626E+18,SEXIST
1.01562E+18,NON_SEXIST
1.04721E+18,NON_SEXIST
1.07552E+18,NON_SEXIST
1.03446E+18,NON_SEXIST
1.02086E+18,NON_SEXIST
1.07345E+18,SEXIST
1.06289E+18,DOUBTFUL
1.06032E+18,SEXIST
1.04423E+18,SEXIST
1.0353E+18,NON_SEXIST
1.03023E+18,NON_SEXIST
1.04286E+18,NON_SEXIST
1.06935E+18,NON_SEXIST
1.03699E+18,NON_SEXIST
1.05373E+18,SEXIST
1.03746E+18,NON_SEXIST
1.07875E+18,NON_SEXIST
1.02439E+18,NON_SEXIST
1.04546E+18,SEXIST
1.03411E+18,NON_SEXIST
1.03418E+18,NON_SEXIST
1.07517E+18,NON_SEXIST
1.019E+18,SEXIST
1.01649E+18,NON_SEXIST
1.05782E+18,SEXIST
1.06784E+18,NON_SEXIST
1.0567E+18,NON_SEXIST
1.04941E+18,SEXIST
1.07316E+18,NON_SEXIST
1.01654E+18,SEXIST
1.05001E+18,NON_SEXIST
1.02006E+18,SEXIST
1.06869E+18,NON_SEXIST
1.05285E+18,SEXIST
1.0749E+18,SEXIST
1.04113E+18,NON_SEXIST
1.07883E+18,NON_SEXIST
1.05384E+18,SEXIST
1.07542E+18,SEXIST
1.0174E+18,NON_SEXIST
1.02018E+18,NON_SEXIST
1.02442E+18,NON_SEXIST
1.03308E+18,SEXIST
1.05236E+18,NON_SEXIST
1.02377E+18,NON_SEXIST
1.06002E+18,NON_SEXIST
1.06418E+18,NON_SEXIST
1.04424E+18,DOUBTFUL
1.05258E+18,DOUBTFUL
1.05317E+18,SEXIST
1.01973E+18,DOUBTFUL
1.02477E+18,NON_SEXIST
1.07672E+18,NON_SEXIST
1.03824E+18,SEXIST
1.05271E+18,NON_SEXIST
1.03498E+18,NON_SEXIST
1.03146E+18,NON_SEXIST
1.0228E+18,NON_SEXIST
1.05303E+18,NON_SEXIST
1.0219E+18,SEXIST
1.07252E+18,NON_SEXIST
1.04468E+18,NON_SEXIST
1.04651E+18,NON_SEXIST
1.02485E+18,NON_SEXIST
1.03426E+18,NON_SEXIST
1.04134E+18,NON_SEXIST
1.02074E+18,NON_SEXIST
1.01932E+18,SEXIST
1.03788E+18,NON_SEXIST
1.05863E+18,NON_SEXIST
1.06721E+18,NON_SEXIST
1.02263E+18,DOUBTFUL
1.0585E+18,NON_SEXIST
1.0174E+18,NON_SEXIST
1.02479E+18,NON_SEXIST
1.02177E+18,SEXIST
1.07508E+18,NON_SEXIST
1.05284E+18,DOUBTFUL
1.03817E+18,NON_SEXIST
1.05557E+18,DOUBTFUL
1.05474E+18,NON_SEXIST
1.05233E+18,NON_SEXIST
1.02264E+18,NON_SEXIST
1.073E+18,SEXIST
1.03465E+18,NON_SEXIST
1.06801E+18,NON_SEXIST
1.03647E+18,SEXIST
1.01573E+18,NON_SEXIST
1.03523E+18,NON_SEXIST
1.02915E+18,SEXIST
1.02915E+18,NON_SEXIST
1.06352E+18,NON_SEXIST
1.02342E+18,SEXIST
1.03286E+18,NON_SEXIST
1.029E+18,NON_SEXIST
1.06306E+18,NON_SEXIST
1.06029E+18,NON_SEXIST
1.03523E+18,DOUBTFUL
1.04428E+18,NON_SEXIST
1.06412E+18,NON_SEXIST
1.06272E+18,NON_SEXIST
1.02281E+18,NON_SEXIST
1.04615E+18,NON_SEXIST
1.02298E+18,SEXIST
1.0387E+18,NON_SEXIST
1.04907E+18,DOUBTFUL
1.03458E+18,NON_SEXIST
1.036E+18,SEXIST
1.04855E+18,SEXIST
1.07582E+18,DOUBTFUL
1.04181E+18,NON_SEXIST
1.04465E+18,NON_SEXIST
1.07919E+18,NON_SEXIST
1.03661E+18,SEXIST
1.02922E+18,NON_SEXIST
1.05284E+18,NON_SEXIST
1.06798E+18,NON_SEXIST
1.02369E+18,SEXIST
1.02325E+18,NON_SEXIST
1.02354E+18,DOUBTFUL
1.05885E+18,NON_SEXIST
1.01499E+18,NON_SEXIST
1.01742E+18,SEXIST
1.06459E+18,NON_SEXIST
1.0241E+18,SEXIST
1.02943E+18,NON_SEXIST
1.07029E+18,NON_SEXIST
1.04471E+18,NON_SEXIST
1.06319E+18,SEXIST
1.07296E+18,SEXIST
1.07571E+18,SEXIST
1.01425E+18,NON_SEXIST
1.06571E+18,NON_SEXIST
1.05775E+18,NON_SEXIST
1.01996E+18,SEXIST
1.04291E+18,SEXIST
1.0739E+18,SEXIST
1.06541E+18,NON_SEXIST
1.02758E+18,DOUBTFUL
1.01424E+18,NON_SEXIST
1.05833E+18,SEXIST
1.0204E+18,NON_SEXIST
1.07435E+18,SEXIST
1.06247E+18,NON_SEXIST
1.07293E+18,SEXIST
1.01888E+18,SEXIST
1.06182E+18,NON_SEXIST
1.02757E+18,NON_SEXIST
1.02697E+18,NON_SEXIST
1.06669E+18,NON_SEXIST
1.03929E+18,SEXIST
1.01919E+18,NON_SEXIST
1.04121E+18,SEXIST
1.01466E+18,NON_SEXIST
1.05234E+18,SEXIST
1.06014E+18,NON_SEXIST
1.04406E+18,SEXIST
1.03314E+18,NON_SEXIST
1.06375E+18,NON_SEXIST
1.02187E+18,NON_SEXIST
1.06175E+18,NON_SEXIST
1.02486E+18,NON_SEXIST
1.06262E+18,NON_SEXIST
1.03441E+18,NON_SEXIST
1.0469E+18,SEXIST
1.01928E+18,SEXIST
1.02477E+18,NON_SEXIST
1.05839E+18,NON_SEXIST
1.05684E+18,SEXIST
1.04901E+18,NON_SEXIST
1.06755E+18,NON_SEXIST
1.02516E+18,NON_SEXIST
1.07502E+18,SEXIST
1.0654E+18,DOUBTFUL
1.06466E+18,DOUBTFUL
1.05513E+18,NON_SEXIST
1.01427E+18,NON_SEXIST
1.03196E+18,SEXIST
1.03459E+18,DOUBTFUL
1.06867E+18,SEXIST
1.07459E+18,SEXIST
1.01616E+18,NON_SEXIST
1.02497E+18,SEXIST
1.07472E+18,SEXIST
1.05771E+18,NON_SEXIST
1.05947E+18,NON_SEXIST
1.03413E+18,DOUBTFUL
1.02962E+18,NON_SEXIST
1.03747E+18,NON_SEXIST
1.04036E+18,SEXIST
1.01854E+18,NON_SEXIST
1.0396E+18,NON_SEXIST
1.03096E+18,SEXIST
1.05268E+18,SEXIST
1.04582E+18,NON_SEXIST
1.02431E+18,NON_SEXIST
1.05469E+18,SEXIST
1.03766E+18,NON_SEXIST
1.04461E+18,NON_SEXIST
1.06508E+18,NON_SEXIST
1.07343E+18,NON_SEXIST
1.03033E+18,NON_SEXIST
1.07687E+18,NON_SEXIST
1.04682E+18,NON_SEXIST
1.06135E+18,NON_SEXIST
1.0175E+18,NON_SEXIST
1.01828E+18,NON_SEXIST
1.05405E+18,NON_SEXIST
1.02007E+18,SEXIST
1.02152E+18,NON_SEXIST
1.02727E+18,SEXIST
1.05703E+18,SEXIST
1.03663E+18,SEXIST
1.06905E+18,SEXIST
1.0556E+18,NON_SEXIST
1.02738E+18,NON_SEXIST
1.02295E+18,SEXIST
1.03158E+18,NON_SEXIST
1.0448E+18,NON_SEXIST
1.06429E+18,SEXIST
1.02384E+18,NON_SEXIST
1.02447E+18,SEXIST
1.06274E+18,NON_SEXIST
1.0621E+18,NON_SEXIST
1.03899E+18,NON_SEXIST
1.07102E+18,NON_SEXIST
1.06762E+18,NON_SEXIST
1.05301E+18,NON_SEXIST
1.03377E+18,NON_SEXIST
1.06276E+18,NON_SEXIST
1.07412E+18,NON_SEXIST
1.02142E+18,NON_SEXIST
1.03739E+18,SEXIST
1.06204E+18,NON_SEXIST
1.01868E+18,NON_SEXIST
1.05198E+18,NON_SEXIST
1.03096E+18,NON_SEXIST
1.04491E+18,NON_SEXIST
1.03353E+18,SEXIST
1.03384E+18,SEXIST
1.07866E+18,NON_SEXIST
1.0563E+18,NON_SEXIST
1.0268E+18,SEXIST
1.03853E+18,NON_SEXIST
1.06254E+18,NON_SEXIST
1.05892E+18,NON_SEXIST
1.05696E+18,SEXIST
1.04365E+18,NON_SEXIST
1.03819E+18,DOUBTFUL
1.065E+18,SEXIST
1.01866E+18,SEXIST
1.05497E+18,NON_SEXIST
1.02274E+18,NON_SEXIST
1.0778E+18,NON_SEXIST
1.0417E+18,NON_SEXIST
1.06021E+18,SEXIST
1.04327E+18,SEXIST
1.07011E+18,NON_SEXIST
1.04473E+18,NON_SEXIST
1.07248E+18,NON_SEXIST
1.01573E+18,NON_SEXIST
1.04938E+18,SEXIST
1.01826E+18,SEXIST
1.02687E+18,SEXIST
1.01935E+18,SEXIST
1.05252E+18,NON_SEXIST
1.05365E+18,NON_SEXIST
1.03675E+18,SEXIST
1.02723E+18,SEXIST
1.03458E+18,SEXIST
1.01439E+18,NON_SEXIST
1.06647E+18,DOUBTFUL
1.0518E+18,NON_SEXIST
1.07023E+18,NON_SEXIST
1.01812E+18,NON_SEXIST
1.06687E+18,NON_SEXIST
1.02053E+18,NON_SEXIST
1.02288E+18,NON_SEXIST
1.03241E+18,NON_SEXIST
1.02148E+18,SEXIST
1.05045E+18,NON_SEXIST
1.04256E+18,SEXIST
1.05342E+18,SEXIST
1.0203E+18,SEXIST
1.04147E+18,SEXIST
1.05194E+18,NON_SEXIST
1.06923E+18,NON_SEXIST
1.05814E+18,SEXIST
1.0183E+18,NON_SEXIST
1.02236E+18,NON_SEXIST
1.06189E+18,NON_SEXIST
1.05197E+18,NON_SEXIST
1.03861E+18,NON_SEXIST
1.03654E+18,NON_SEXIST
1.0497E+18,DOUBTFUL
1.06283E+18,NON_SEXIST
1.05112E+18,NON_SEXIST
1.04549E+18,NON_SEXIST
1.06785E+18,NON_SEXIST
1.05447E+18,SEXIST
1.0323E+18,NON_SEXIST
1.04429E+18,NON_SEXIST
1.06974E+18,DOUBTFUL
1.01933E+18,NON_SEXIST
1.02842E+18,NON_SEXIST
1.07364E+18,DOUBTFUL
1.07795E+18,SEXIST
1.03857E+18,DOUBTFUL
1.04531E+18,NON_SEXIST
1.03167E+18,NON_SEXIST
1.01428E+18,SEXIST
1.04581E+18,NON_SEXIST
1.06055E+18,SEXIST
1.07871E+18,NON_SEXIST
1.06937E+18,DOUBTFUL
1.03754E+18,NON_SEXIST
1.04256E+18,NON_SEXIST
1.02586E+18,SEXIST
1.02396E+18,SEXIST
1.04836E+18,SEXIST
1.01442E+18,NON_SEXIST
1.07297E+18,NON_SEXIST
1.06939E+18,NON_SEXIST
1.06352E+18,SEXIST
1.02773E+18,SEXIST
1.06983E+18,SEXIST
1.02738E+18,SEXIST
1.03274E+18,NON_SEXIST
1.0143E+18,SEXIST
1.05052E+18,NON_SEXIST
1.03241E+18,DOUBTFUL
1.02035E+18,NON_SEXIST
1.07373E+18,SEXIST
1.01672E+18,NON_SEXIST
1.05064E+18,NON_SEXIST
1.0443E+18,NON_SEXIST
1.06814E+18,NON_SEXIST
1.03502E+18,SEXIST
1.073E+18,NON_SEXIST
1.04757E+18,SEXIST
1.05764E+18,NON_SEXIST
1.0697E+18,NON_SEXIST
1.06356E+18,SEXIST
1.03878E+18,NON_SEXIST
1.03854E+18,NON_SEXIST
1.07928E+18,NON_SEXIST
1.04146E+18,NON_SEXIST
1.04786E+18,SEXIST
1.03159E+18,SEXIST
1.02151E+18,NON_SEXIST
1.02121E+18,SEXIST
1.04751E+18,NON_SEXIST
1.02148E+18,NON_SEXIST
1.02185E+18,NON_SEXIST
1.03794E+18,NON_SEXIST
1.066E+18,NON_SEXIST
1.04933E+18,SEXIST
1.04625E+18,NON_SEXIST
1.06253E+18,NON_SEXIST
1.05806E+18,SEXIST
1.03398E+18,SEXIST
1.06169E+18,NON_SEXIST
1.07372E+18,SEXIST
1.02917E+18,SEXIST
1.03313E+18,SEXIST
1.05557E+18,SEXIST
1.05476E+18,SEXIST
1.04534E+18,SEXIST
1.05886E+18,NON_SEXIST
1.07918E+18,NON_SEXIST
1.03697E+18,NON_SEXIST
1.07949E+18,NON_SEXIST
1.07649E+18,NON_SEXIST
1.06255E+18,NON_SEXIST
1.07305E+18,SEXIST
